dataset,metric,baseline,statistic,p_value,significant,alpha
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,acc,full_information,0.0,1.0,False,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,spa,full_information,0.0,1.0,False,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,ace,full_information,0.0,1.0,False,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,mse,full_information,0.0,1.0,False,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,acc,popularity,745.5,0.9930504678198362,False,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,spa,popularity,1869.0,0.9879503071553289,False,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,ace,popularity,925.0,0.9999999811520568,False,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,mse,popularity,269.0,0.9999999999999957,False,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,acc,simple_markov,4917.0,7.748267056750829e-18,True,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,spa,simple_markov,5050.0,1.948279922547955e-18,True,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,ace,simple_markov,5038.0,2.7981239507340183e-18,True,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,mse,simple_markov,4987.0,1.2790528860117714e-17,True,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,acc,random,4778.5,4.6500652959052734e-15,True,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,spa,random,5050.0,1.948279922547955e-18,True,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,ace,random,4449.0,1.8535312910621167e-11,True,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,mse,random,4132.0,1.6437910201703644e-08,True,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,acc,bayesian_network,4712.5,2.7051018440184125e-14,True,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,spa,bayesian_network,4934.0,6.009328767633685e-17,True,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,ace,bayesian_network,5035.0,3.062363631243675e-18,True,0.05
s13_s18_s47_s49_s50_s58_s67_s70_s74_s77_s85_s277_s279_s280_s311_L1_0.001,mse,bayesian_network,5046.0,2.1985567770909475e-18,True,0.05
