dataset,metric,baseline,statistic,p_value,significant,alpha
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,acc,full_information,2.0,1.0,False,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,spa,full_information,0.0,1.0,False,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,ace,full_information,0.0,1.0,False,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,mse,full_information,0.0,1.0,False,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,acc,popularity,2338.5,0.012525807952146997,True,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,spa,popularity,4306.0,4.5725957991884254e-10,True,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,ace,popularity,2446.0,0.6070458364105418,False,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,mse,popularity,2236.0,0.8398096554060224,False,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,acc,simple_markov,3080.0,0.005679370856979132,True,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,spa,simple_markov,4601.0,4.736227458543177e-13,True,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,ace,simple_markov,3772.0,9.031060291204599e-06,True,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,mse,simple_markov,2822.0,0.1535839960242532,False,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,acc,random,4218.5,1.050414791211537e-10,True,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,spa,random,4859.0,5.074222364594842e-16,True,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,ace,random,3149.0,0.015955858592610117,True,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,mse,random,2549.0,0.46711668844535625,False,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,acc,bayesian_network,563.0,0.9999999999795597,False,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,spa,bayesian_network,1247.0,0.9999944403953345,False,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,ace,bayesian_network,2255.0,0.8233863828220118,False,0.05
s47_s49_s50_s58_s67_s70_s74_s77_s79_s86_s277_s278_s279_s280_s309_L1_0.001,mse,bayesian_network,1433.0,0.9999132083192903,False,0.05
